TIME	RATE	ERROR
51498.58103	1.7	0.41231
51498.58114	2.0	0.44721
51498.58126	2.3	0.47958
51498.58138	2.4	0.4899
51498.58149	1.7	0.41231
51498.58161	1.4	0.37417
51498.58172	1.6	0.4
51498.58184	1.9	0.43589
51498.58195	1.4	0.37417
51498.58207	2.1	0.45826
51498.58219	2.2	0.46904
51498.5823	1.8	0.42426
51498.58242	1.8	0.42426
51498.58253	2.0	0.44721
51498.58265	1.9	0.43589
51498.58276	2.0	0.44721
51498.58288	1.5	0.3873
51498.583	0.8	0.28284
51498.58311	2.2	0.46904
51498.58323	1.4	0.37417
51498.58334	1.2	0.34641
51498.58346	1.5	0.3873
51498.58357	1.4	0.37417
51498.58369	2.4	0.4899
51498.58381	1.9	0.43589
51498.58392	2.6	0.5099
51498.58404	1.4	0.37417
51498.58415	1.7	0.41231
51498.58427	1.1	0.33166
51498.6375	2.3	0.47958
51498.63762	1.2	0.34641
51498.63774	1.5	0.3873
51498.63785	0.8	0.28284
51498.63797	1.7	0.41231
51498.63808	1.4	0.37417
51498.6382	1.4	0.37417
51498.63831	1.8	0.42426
51498.63843	1.5	0.3873
51498.63855	1.9	0.43589
51498.63866	1.7	0.41231
51498.63878	1.6	0.4
51498.63889	2.0	0.44721
51498.63901	1.3	0.36056
51498.63912	1.5	0.3873
51498.63924	1.8	0.42426
51498.63936	2.0	0.44721
51498.63947	1.3	0.36056
51498.63959	1.4	0.37417
51498.6397	1.6	0.4
51498.63982	1.6	0.4
51498.63993	1.2	0.34641
51498.64005	0.4	0.2
51498.64017	1.4	0.37417
51498.64028	1.9	0.43589
51498.6404	1.9	0.43589
51498.64051	1.5	0.3873
51498.64063	1.7	0.41231
51498.64074	1.6	0.4
51498.64086	1.2	0.34641
51498.64098	1.6	0.4
51498.64109	1.4	0.37417
51498.64121	1.4	0.37417
51498.64132	2.1	0.45826
51498.64144	1.1	0.33166
51498.64156	1.7	0.41231
51498.64167	2.0	0.44721
51498.64179	2.3	0.47958
51498.6419	1.4	0.37417
51498.64202	2.9	0.53852
51498.64213	2.0	0.44721
51498.64225	1.8	0.42426
51498.64237	2.8	0.52915
51498.64248	2.3	0.47958
51498.6426	1.3	0.36056
51498.64271	2.2	0.46904
51498.64283	1.7	0.41231
51498.64294	2.0	0.44721
51498.64306	1.4	0.37417
51498.64318	1.8	0.42426
51498.64329	1.3	0.36056
51498.64341	1.0	0.31623
51498.64352	2.1	0.45826
51498.64364	1.2	0.34641
51498.64375	1.7	0.41231
51498.64387	2.2	0.46904
51498.64399	2.0	0.44721
51498.6441	1.8	0.42426
51498.64422	1.3	0.36056
51498.64433	1.5	0.3873
51498.64445	1.9	0.43589
51498.64456	1.4	0.37417
51498.64468	2.4	0.4899
51498.6448	1.8	0.42426
51498.64491	1.6	0.4
51498.64503	1.8	0.42426
51498.64514	1.9	0.43589
51498.64526	2.1	0.45826
51498.64537	1.0	0.31623
51498.64549	1.5	0.3873
51498.64561	1.7	0.41231
51498.64572	1.3	0.36056
51498.64584	1.4	0.37417
51498.64595	2.7	0.51962
51498.64607	1.4	0.37417
51498.64618	1.4	0.37417
