TIME	RATE	ERROR
45881.19595	1.52893	0.88273
45881.196	0.538	0.538
45881.19609	0.40964	0.40964
45881.19623	0.47157	0.47157
45881.19632	0.39722	0.39722
45881.19637	0.86032	0.6893
45881.19641	0.47095	0.47095
45881.19646	0.90791	0.64199
45881.19678	0.50845	0.50845
45881.19683	-0.09521	0.09521
45881.19692	0.97734	0.78306
45881.19701	0.48435	0.48435
45881.19706	0.24224	0.44366
45881.1972	0.51063	0.51063
45881.19738	1.17551	0.83121
45881.19762	1.08659	0.8706
45881.19775	0.53326	0.53326
45881.19794	-0.09099	0.09099
45881.19799	0.52648	0.52648
45881.19803	0.44346	0.44346
45881.19831	-0.15014	0.15014
45881.19836	-0.1425	0.1425
45881.19854	0.94459	0.66793
45881.19859	0.9936	0.70258
45881.19868	0.5714	0.5714
45881.19877	0.49089	0.49089
45881.19887	0.54698	0.54698
45881.19919	0.49787	0.49787
45881.19924	0.42361	0.42361
45881.19928	0.38895	0.38895
45881.19933	0.39646	0.39646
45881.19942	-0.08701	0.08701
45881.19951	0.38421	0.38421
45881.19965	0.35228	0.35228
45881.19975	0.36206	0.47154
45881.19979	0.76597	0.54162
45881.20002	-0.1407	0.1407
45881.20072	0.54788	0.54788
45881.201	0.73047	0.73047
45881.20104	0.70185	0.70185
45881.20113	0.49455	0.6441
45881.20123	0.511	0.511
45881.20127	0.5291	0.5291
45881.20132	0.5977	0.5977
45881.20141	0.47125	0.61376
45881.20164	0.44993	0.44993
45881.20169	0.93136	0.65857
45881.20174	0.42834	0.42834
45881.20188	0.47098	0.47098
45881.20192	0.48455	0.48455
45881.20201	0.42721	0.42721
45881.20211	0.6604	0.46698
45881.2022	0.34553	0.34553
45881.20225	0.77569	0.54849
45881.20229	0.92896	0.53634
45881.20238	1.03398	0.59697
45881.20243	0.35857	0.35857
45881.20248	0.62493	0.44189
45881.20252	0.66455	0.46991
45881.20257	0.32151	0.32151
45881.20271	0.33874	0.33874
45881.20276	0.58918	0.47206
45881.2028	0.67116	0.47458
45881.20285	0.54428	0.43609
45881.20289	0.24995	0.32554
45881.20294	0.33497	0.33497
45881.20299	0.93064	0.5373
45881.20303	0.33222	0.33222
45881.20308	0.31238	0.31238
45881.20317	-0.12975	0.09174
45881.20322	0.94141	0.54353
45881.20326	0.65921	0.46613
45881.20345	0.31981	0.31981
45881.2035	0.30962	0.30962
45881.20359	0.30939	0.30939
45881.20363	0.3028	0.3028
45881.20368	0.62552	0.44231
45881.20373	0.30695	0.30695
45881.20377	0.30512	0.30512
45881.20382	0.31223	0.31223
45881.20391	0.30865	0.30865
45881.20396	0.30501	0.30501
45881.20401	-0.06478	0.06478
45881.20405	0.30179	0.30179
45881.2041	-0.06466	0.06466
45881.20414	0.30136	0.30136
45881.20419	1.20892	0.60446
45881.20428	0.61465	0.43462
45881.20433	0.30184	0.30184
45881.20442	-0.066	0.066
45881.20447	0.30455	0.30455
45881.20451	0.95045	0.54874
45881.20461	0.31496	0.31496
45881.20465	0.3066	0.3066
45881.20479	0.3172	0.3172
45881.20484	0.30483	0.30483
45881.20489	0.32068	0.32068
45881.20498	0.31551	0.31551
45881.20507	0.30495	0.30495
45881.20521	0.30168	0.30168
45881.20526	0.96845	0.55914
45881.20553	0.3013	0.3013
45881.20558	0.63518	0.44914
45881.20567	0.23668	0.30825
45881.20572	0.6128	0.43332
45881.20576	0.30211	0.30211
45881.20581	0.3155	0.3155
45881.20586	0.23767	0.30954
45881.2059	0.32674	0.32674
45881.206	0.33346	0.33346
45881.20609	0.31769	0.31769
45881.20623	0.3077	0.3077
45881.20627	0.30052	0.30052
45881.20632	0.64003	0.45257
45881.20637	0.25669	0.33432
45881.20655	0.31175	0.31175
45881.20664	0.60495	0.42777
45881.20669	0.91251	0.52684
45881.20674	0.30643	0.30643
45881.20678	0.30177	0.30177
45881.20683	0.60417	0.42721
45881.20688	0.63592	0.44966
45881.20697	0.61443	0.43447
45881.20706	0.30142	0.30142
45881.20711	0.30136	0.30136
45881.20715	0.30501	0.30501
45881.20725	0.60258	0.42609
45881.20729	0.31031	0.31031
45881.20734	0.62433	0.44147
45881.20743	0.30958	0.30958
45881.20748	0.30632	0.30632
45881.20762	0.30238	0.30238
45881.20771	0.91462	0.52805
45881.2078	0.30193	0.30193
45881.20789	0.30063	0.30063
45881.20799	0.3088	0.3088
45881.20803	0.31536	0.31536
45881.20808	0.60853	0.43029
45881.20817	0.31147	0.31147
45881.20822	0.63547	0.44935
45881.20826	0.30973	0.30973
45881.20831	0.61805	0.43703
45881.20836	0.30187	0.30187
45881.2084	0.30117	0.30117
45881.20859	0.30435	0.30435
45881.20868	0.60401	0.4271
45881.20873	0.26991	0.35153
45881.20877	0.30136	0.30136
45881.20882	0.31234	0.31234
45881.20891	0.30997	0.30997
45881.20896	0.30177	0.30177
45881.20901	0.30683	0.30683
45881.20905	0.30699	0.30699
45881.2091	0.48173	0.44364
45881.20919	0.31836	0.31836
45881.20924	0.58279	0.46694
45881.20933	0.61455	0.43455
45881.20942	0.30732	0.30732
45881.20947	-0.06533	0.06533
45881.20952	0.90299	0.52134
45881.20956	0.30608	0.30608
45881.20961	0.6394	0.45213
45881.20965	0.63424	0.44848
45881.20975	0.31248	0.31248
45881.20979	0.91002	0.5254
45881.20984	0.60354	0.42677
45881.20989	0.96119	0.55494
45881.21002	0.31294	0.31294
45881.21012	0.92135	0.53194
45881.21021	0.63335	0.44785
45881.21026	0.31982	0.31982
45881.2103	0.63136	0.44644
45881.21039	0.30232	0.30232
45881.21044	0.61918	0.43783
45881.21049	0.3258	0.3258
45881.21053	0.60465	0.42755
45881.21058	-0.06494	0.06494
45881.21067	0.60351	0.42674
45881.21072	0.62306	0.44057
45881.21077	0.30222	0.30222
45881.21081	0.53877	0.43167
45881.21086	0.30084	0.30084
45881.2109	0.30246	0.30246
45881.21104	0.31479	0.31479
45881.21109	1.24967	0.62484
45881.21127	0.30397	0.30397
45881.21137	0.31871	0.31871
45881.21146	0.32378	0.32378
45881.21151	0.60447	0.42743
45881.21164	0.31065	0.31065
45881.21169	0.60374	0.42691
45881.21174	0.61555	0.43526
45881.21183	0.30145	0.30145
45881.21192	0.30099	0.30099
45881.21197	0.61318	0.43358
45881.21206	0.31223	0.31223
45881.21211	0.31967	0.31967
45881.21215	0.92245	0.53257
45881.21225	0.31267	0.31267
45881.21239	0.94751	0.54705
45881.21243	0.60134	0.42521
45881.21248	0.30089	0.30089
45881.21252	0.31461	0.31461
45881.21271	0.30197	0.30197
45881.21276	-0.06699	0.06699
45881.2128	0.30042	0.30042
