Time	Count	Error
120886191.79799	14.0	3.74166
120886192.79799	12.0	3.4641
120886193.79799	20.0	4.47214
120886194.79799	15.0	3.87298
120886195.79799	18.0	4.24264
120886196.79799	15.0	3.87298
120886197.79799	8.0	2.82843
120886198.79799	15.0	3.87298
120886199.79799	10.0	3.16228
120886200.79799	9.0	3.0
120886201.79799	14.0	3.74166
120886202.79799	9.0	3.0
120886203.79799	17.0	4.12311
120886204.79799	12.0	3.4641
120886205.79799	16.0	4.0
120886206.79799	16.0	4.0
120886207.79799	10.0	3.16228
120886208.79799	12.0	3.4641
120886209.79799	19.0	4.3589
120886210.79799	13.0	3.60555
120886211.79799	15.0	3.87298
120886212.79799	17.0	4.12311
120886213.79799	9.0	3.0
120886214.79799	8.0	2.82843
120886215.79799	13.0	3.60555
120886216.79799	6.0	2.44949
120886217.79799	14.0	3.74166
120886218.79799	8.0	2.82843
120886219.79799	13.0	3.60555
120886220.79799	21.0	4.58258
120886221.79799	17.0	4.12311
120886222.79799	11.0	3.31662
120886223.79799	19.0	4.3589
120886224.79799	9.0	3.0
120886225.79799	9.0	3.0
120886226.79799	15.0	3.87298
120886227.79799	12.0	3.4641
120886228.79799	13.0	3.60555
120886229.79799	9.0	3.0
120886230.79799	12.0	3.4641
120886231.79799	9.0	3.0
120886232.79799	18.0	4.24264
120886233.79799	17.0	4.12311
120886234.79799	17.0	4.12311
120886235.79799	15.0	3.87298
120886236.79799	14.0	3.74166
120886237.79799	12.0	3.4641
120886238.79799	13.0	3.60555
120886239.79799	10.0	3.16228
120886240.79799	12.0	3.4641
120886241.79799	26.0	5.09902
120886242.79799	12.0	3.4641
120886243.79799	14.0	3.74166
120886244.79799	13.0	3.60555
120886245.79799	17.0	4.12311
120886246.79799	12.0	3.4641
120886247.79799	9.0	3.0
120886248.79799	1.0	1.0
120886249.79799	6.0	2.44949
120886250.79799	20.0	4.47214
120886251.79799	15.0	3.87298
120886252.79799	12.0	3.4641
120886253.79799	11.0	3.31662
120886254.79799	17.0	4.12311
120886255.79799	12.0	3.4641
120886256.79799	16.0	4.0
120886257.79799	11.0	3.31662
120886258.79799	9.0	3.0
120886259.79799	13.0	3.60555
120886260.79799	11.0	3.31662
120886261.79799	11.0	3.31662
120886262.79799	6.0	2.44949
120886263.79799	6.0	2.44949
120886264.79799	5.0	2.23607
120886265.79799	8.0	2.82843
120886266.79799	20.0	4.47214
120886267.79799	15.0	3.87298
120886268.79799	10.0	3.16228
120886269.79799	15.0	3.87298
120886270.79799	14.0	3.74166
120886271.79799	13.0	3.60555
120886272.79799	18.0	4.24264
120886273.79799	11.0	3.31662
120886274.79799	12.0	3.4641
120886275.79799	19.0	4.3589
120886276.79799	13.0	3.60555
120886277.79799	11.0	3.31662
120886278.79799	12.0	3.4641
120886279.79799	11.0	3.31662
120886280.79799	13.0	3.60555
120886281.79799	11.0	3.31662
120886282.79799	10.0	3.16228
120886283.79799	7.0	2.64575
120886284.79799	8.0	2.82843
120886285.79799	8.0	2.82843
120886286.79799	13.0	3.60555
120886287.79799	12.0	3.4641
120886288.79799	9.0	3.0
120886289.79799	11.0	3.31662
120886290.79799	15.0	3.87298
120886291.79799	13.0	3.60555
120886292.79799	18.0	4.24264
120886293.79799	17.0	4.12311
120886294.79799	11.0	3.31662
120886295.79799	16.0	4.0
120886296.79799	17.0	4.12311
120886297.79799	11.0	3.31662
120886298.79799	13.0	3.60555
120886299.79799	10.0	3.16228
120886300.79799	16.0	4.0
120886301.79799	5.0	2.23607
120886302.79799	10.0	3.16228
120886303.79799	15.0	3.87298
120886304.79799	18.0	4.24264
120886305.79799	13.0	3.60555
120886306.79799	16.0	4.0
120886307.79799	11.0	3.31662
120886308.79799	16.0	4.0
120886309.79799	10.0	3.16228
120886310.79799	13.0	3.60555
120886311.79799	10.0	3.16228
120886312.79799	11.0	3.31662
120886313.79799	12.0	3.4641
120886314.79799	17.0	4.12311
120886315.79799	11.0	3.31662
